,text,state,type_news,tags,n_of_tags,text_ml,numerical_sentiment,sentiment
1543,El posible apoyo de los 12 diputados de Vox en la Asamblea de Madrid necesarios para un posible Gobierno de coalición entre el PP y Cs ya tiene precio:la firma de un «programa único común» de los tres partidos. Éstos son las exigencias del grupo de Rocío ,1,Real,"['posible', 'apoyo', 'diputados', 'asamblea', 'madrid', 'necesarios', 'posible', 'gobierno', 'coalición', 'precio', 'firma', 'programa', 'único', 'común', 'partidos', 'éstos', 'exigencias', 'grupo', 'rocío']",19,posible apoyo diputados asamblea madrid necesarios posible gobierno coalición precio firma programa único común partidos éstos exigencias grupo rocío,0.8114111417770026,Very Positive
1544,Facebook ha anunciado el miércoles que prohibirá el contenido que ensalze o apoye el separatismo y supremacismo blanco. La nueva medida ha llegado en el marco de su campaña para combatir el discurso de odio. La restricción se aplicará a partir de la próxi,1,Real,"['facebook', 'anunciado', 'prohibirá', 'contenido', 'ensalze', 'apoye', 'separatismo', 'supremacismo', 'blanco', 'nueva', 'medida', 'llegado', 'marco', 'campaña', 'combatir', 'discurso', 'restricción', 'aplicará', 'partir', 'próxi']",20,facebook anunciado prohibirá contenido ensalze apoye separatismo supremacismo blanco nueva medida llegado marco campaña combatir discurso restricción aplicará partir próxi,0.006446685397323904,Very Negative
1545,"El Juzgado de Instrucción 1 de Valverde del Camino (Huelva) ha admitido a trámite la petición realizada por Miguel Rivera, abogado defensor de Bernardo Montoya, en prisión preventiva por la muerte de la joven zamorana Laura Luelmo en El Campillo (Huelva),",0,Fake,"['juzgado', 'instrucción', 'valverde', 'camino', 'huelva', 'admitido', 'trámite', 'petición', 'realizada', 'miguel', 'rivera', 'abogado', 'defensor', 'bernardo', 'montoya', 'prisión', 'preventiva', 'muerte', 'joven', 'zamorana', 'laura', 'luelmo', 'campillo', 'huelva']",24,juzgado instrucción valverde camino huelva admitido trámite petición realizada miguel rivera abogado defensor bernardo montoya prisión preventiva muerte joven zamorana laura luelmo campillo huelva,0.8594179748211618,Very Positive
1546,"Ministerio de Asuntos Exteriores y Unión Europea firman un marco de colaboración para financiar la formación del profesorado de Vascongadas del español como una lengua extranjera. Ni en la novela más reaccionaria de Fernando Vizcaino Casas, ni en una pelí",0,Fake,"['ministerio', 'asuntos', 'exteriores', 'unión', 'europea', 'firman', 'marco', 'colaboración', 'financiar', 'formación', 'profesorado', 'vascongadas', 'español', 'lengua', 'extranjera', 'novela', 'reaccionaria', 'fernando', 'vizcaino', 'casas']",20,ministerio asuntos exteriores unión europea firman marco colaboración financiar formación profesorado vascongadas español lengua extranjera novela reaccionaria fernando vizcaino casas,0.32565884406638995,Negative
1547,"El presidente del grupo municipal de ERC en Barcelona, Ernest Maragall, ha afirmado que la ciudad ""se ha dejado convertir en mercado de toda la delincuencia internacional"" y que eso ""atrae a los consumidores"". En una entrevista en RAC1, Maragall, a propós",1,Real,"['presidente', 'grupo', 'municipal', 'barcelona', 'ernest', 'maragall', 'afirmado', 'ciudad', 'dejado', 'convertir', 'mercado', 'delincuencia', 'internacional', 'atrae', 'consumidores', 'entrevista', 'maragall', 'propós']",18,presidente grupo municipal barcelona ernest maragall afirmado ciudad dejado convertir mercado delincuencia internacional atrae consumidores entrevista maragall propós,0.6684681093531214,Positive
1548,Dos detenidos en un pueblo de Alicante acusados de dar una paliza a una pareja por diferencias políticas ,1,Real,"['detenidos', 'pueblo', 'alicante', 'acusados', 'paliza', 'pareja', 'diferencias', 'políticas']",8,detenidos pueblo alicante acusados paliza pareja diferencias políticas,0.3714188564697046,Negative
1549,"Luego de varios días de infructuosos intentos por contactarse con el laureado cantante para combinar la ceremonia de entrega de la ansiada presea, el representante de Bob Dylan ha comunicado a la Academia Sueca que el artista no está dispuesto a aceptarla",0,Fake,"['luego', 'varios', 'infructuosos', 'intentos', 'contactarse', 'laureado', 'cantante', 'combinar', 'ceremonia', 'entrega', 'ansiada', 'presea', 'representante', 'dylan', 'comunicado', 'academia', 'sueca', 'artista', 'dispuesto', 'aceptarla']",20,luego varios infructuosos intentos contactarse laureado cantante combinar ceremonia entrega ansiada presea representante dylan comunicado academia sueca artista dispuesto aceptarla,0.8802399542038597,Very Positive
1550,"Joji, un hombre de 50 años ha muerto después de que su colección de revistas porno cayese sobre él. El cuerpo sin vida lo encontró el propietario del piso seis meses después de lo ocurrido.",0,Fake,"['hombre', 'muerto', 'colección', 'revistas', 'porno', 'cayese', 'cuerpo', 'encontró', 'propietario', 'meses', 'ocurrido']",11,hombre muerto colección revistas porno cayese cuerpo encontró propietario meses ocurrido,0.004124154914197326,Very Negative
1551," El calendario futbolístico es tan disparatado que a veces, ni que sea por casualidad, puede llegar a jugar a favor de los intereses de los aficionados (y no solo de los espectadores), como ha pasado en su 54ª edición con el Gamper , uno de los torneos ve",1,Real,"['calendario', 'futbolístico', 'disparatado', 'veces', 'casualidad', 'llegar', 'jugar', 'favor', 'intereses', 'aficionados', 'espectadores', 'pasado', 'edición', 'gamper', 'torneos']",15,calendario futbolístico disparatado veces casualidad llegar jugar favor intereses aficionados espectadores pasado edición gamper torneos,0.01665414095183015,Very Negative
1552,Vaya con los cdr violentos ahora hasta llevan arma a un lado piolines que se os ve el plumerooo!!,0,Fake,"['violentos', 'llevan', 'piolines', 'plumerooo']",4,violentos llevan piolines plumerooo,0.49789225920557484,Neutral
1553," La noche del domingo al lunes ha sido de todo menos tranquila en el barrio ceutí del Príncipe . En mitad de la madrugada, dos personas se han enzarzado en un tiroteo en medio de la calle, en presencia, incluso de menores, informa El Faro de Ceuta, que es",1,Real,"['noche', 'menos', 'tranquila', 'barrio', 'ceutí', 'príncipe', 'mitad', 'madrugada', 'personas', 'enzarzado', 'tiroteo', 'medio', 'calle', 'presencia', 'incluso', 'menores', 'informa', 'ceuta']",18,noche menos tranquila barrio ceutí príncipe mitad madrugada personas enzarzado tiroteo medio calle presencia incluso menores informa ceuta,0.27806477305319305,Negative
1554," Los guías turísticos han colaborado con los agentes para la detención de las autoras de estos hurtos «al descuido» Gran operación de la Policía Nacional en Toledo contra el robo a turistas por mujeres, las populares «bolsilleras», que se desplazaban a ",1,Real,"['guías', 'turísticos', 'colaborado', 'agentes', 'detención', 'autoras', 'hurtos', 'descuido', 'operación', 'policía', 'nacional', 'toledo', 'turistas', 'mujeres', 'populares', 'bolsilleras', 'desplazaban']",17,guías turísticos colaborado agentes detención autoras hurtos descuido operación policía nacional toledo turistas mujeres populares bolsilleras desplazaban,0.3502940721201688,Negative
1555,Boletín informativo en audio que recoge la actualidad del periódicoEscúchalo en tu móvilPueden suscribirse gratis para escuchar Las Noticias de EL PAÍS: Apple Podcasts | Podcasts de Google | RSS FeedEl Tribunal Supremo avaló ayer por unanimidad el plan de,1,Real,"['boletín', 'informativo', 'audio', 'recoge', 'actualidad', 'móvilpueden', 'suscribirse', 'gratis', 'escuchar', 'noticias', 'apple', 'podcasts', 'podcasts', 'google', 'feedel', 'tribunal', 'supremo', 'avaló', 'unanimidad']",19,boletín informativo audio recoge actualidad móvilpueden suscribirse gratis escuchar noticias apple podcasts podcasts google feedel tribunal supremo avaló unanimidad,0.545774304845815,Neutral
1556,"Lo que empezó según parece como una broma ha acabado con dos monaguillos gallegos pasando la noche en el calabozo tras ser pillados metiendo marihuana en el botafumeiro de la Catedral de Santiago de Compostela. Al no ser un año jacobeo, ya que el 25 de Ju",0,Fake,"['empezó', 'parece', 'broma', 'acabado', 'monaguillos', 'gallegos', 'pasando', 'noche', 'calabozo', 'pillados', 'metiendo', 'marihuana', 'botafumeiro', 'catedral', 'santiago', 'compostela', 'jacobeo']",17,empezó parece broma acabado monaguillos gallegos pasando noche calabozo pillados metiendo marihuana botafumeiro catedral santiago compostela jacobeo,0.03432448529557388,Very Negative
1557,"Estimado contribuyente NHN6NXF, Mandamos este e-mail para dar a conocerlo siguiente: Después del último cálculo sobre las actividades fiscales, hemos decidido que le coresponde un reembolso del impuesto en valor de 948,12 €. Para recibir dicho reembolso, ",0,Fake,"['estimado', 'contribuyente', 'mandamos', 'conocerlo', 'siguiente', 'último', 'cálculo', 'actividades', 'fiscales', 'decidido', 'coresponde', 'reembolso', 'impuesto', 'valor', 'recibir', 'dicho', 'reembolso']",17,estimado contribuyente mandamos conocerlo siguiente último cálculo actividades fiscales decidido coresponde reembolso impuesto valor recibir dicho reembolso,0.0013359588977676677,Very Negative
1558,"Está rulando por WhatsApp un vídeo sobre una persona ""magrebí"" que se queja en una Caixa de unas comisiones que le cobran por estar viviendo de ayudas de la Generalitat. El que habla afirma que esa persona dice que no va a trabajar, que la ayuda que le da",0,Fake,"['rulando', 'whatsapp', 'vídeo', 'persona', 'magrebí', 'queja', 'caixa', 'comisiones', 'cobran', 'viviendo', 'ayudas', 'generalitat', 'habla', 'afirma', 'persona', 'trabajar', 'ayuda']",17,rulando whatsapp vídeo persona magrebí queja caixa comisiones cobran viviendo ayudas generalitat habla afirma persona trabajar ayuda,0.0014076695030599458,Very Negative
1559," El titular del Juzgado Central de Instrucción número 6 de la Audiencia Nacional, Manuel García Castellón, ha ordenado la detención este miércoles de los empresarios Ángel Pérez Maura y Adrián de la Joya en el marco de una de las líneas de investigación d",1,Real,"['titular', 'juzgado', 'central', 'instrucción', 'número', 'audiencia', 'nacional', 'manuel', 'garcía', 'castellón', 'ordenado', 'detención', 'empresarios', 'ángel', 'pérez', 'maura', 'adrián', 'marco', 'líneas', 'investigación']",20,titular juzgado central instrucción número audiencia nacional manuel garcía castellón ordenado detención empresarios ángel pérez maura adrián marco líneas investigación,0.5432788827748051,Neutral
1560,"Cuando los agentes entraron en la casa vieron a tres menores, dos de ellos hijos de los secuestradores que, según declaró después la víctima, pudieron ver cómo se le torturaba y oír sus gritosLa Guardia Civil liberó el pasado 30 de julio en una vivienda d",1,Real,"['agentes', 'entraron', 'vieron', 'menores', 'hijos', 'secuestradores', 'declaró', 'víctima', 'pudieron', 'torturaba', 'gritosla', 'guardia', 'civil', 'liberó', 'pasado', 'julio', 'vivienda']",17,agentes entraron vieron menores hijos secuestradores declaró víctima pudieron torturaba gritosla guardia civil liberó pasado julio vivienda,0.2273561234184994,Negative
1561," SIX Group AG ofrece 34 euros por acción de BME, una prima del 33,9% sobre el precio de cierre de la cotización de 25,40 euros a 15 de noviembre de 2019 y se compromete a mantener su actividad y sede social en España El operador de infraestructuras fina",1,Real,"['group', 'ofrece', 'euros', 'acción', 'prima', 'precio', 'cierre', 'cotización', 'euros', 'noviembre', 'compromete', 'mantener', 'actividad', 'social', 'españa', 'operador']",16,group ofrece euros acción prima precio cierre cotización euros noviembre compromete mantener actividad social españa operador,0.3574393027412983,Negative
1562,"Una madre ha denunciado ante el Defensor del Pueblo catalán «Sindic de Greuges» la expulsión de su hija de 16 años de un centro de enseñanzas medias de la provincia de Barcelona por hablar en español. Según afirma la madre de la joven expulsada, la clase ",0,Fake,"['madre', 'denunciado', 'defensor', 'pueblo', 'catalán', 'sindic', 'greuges', 'expulsión', 'centro', 'enseñanzas', 'medias', 'provincia', 'barcelona', 'hablar', 'español', 'afirma', 'madre', 'joven', 'expulsada', 'clase']",20,madre denunciado defensor pueblo catalán sindic greuges expulsión centro enseñanzas medias provincia barcelona hablar español afirma madre joven expulsada clase,0.5649335369721844,Neutral
1563,"Ada Colau busca el soberanismo catalán, el mando total, por la vía criminal, pero España, de momento, es mucha España. Nadie se explica que una bestia como “La Colau” ha llegado a la alcaldía de Barcelona. Pero si, en cierto modo, tiene una base lógica, ",0,Fake,"['colau', 'busca', 'soberanismo', 'catalán', 'mando', 'total', 'criminal', 'españa', 'momento', 'mucha', 'españa', 'nadie', 'explica', 'bestia', 'colau', 'llegado', 'alcaldía', 'barcelona', 'cierto', 'lógica']",20,colau busca soberanismo catalán mando total criminal españa momento mucha españa nadie explica bestia colau llegado alcaldía barcelona cierto lógica,0.01756614682226612,Very Negative
1564,"De esta forma, adjudica el lote 1 a Iberia, IAG7 y Alsa y el lote 2 y 3 a Halcón Viajes y BarcelóEl Instituto de Mayores y Servicios Sociales (Imserso) ha publicado este jueves la adjudicación definitiva del concurso para la gestión de los viajes de mayor",1,Real,"['forma', 'adjudica', 'iberia', 'halcón', 'viajes', 'barcelóel', 'instituto', 'mayores', 'servicios', 'sociales', 'imserso', 'publicado', 'adjudicación', 'definitiva', 'concurso', 'gestión', 'viajes', 'mayor']",18,forma adjudica iberia halcón viajes barcelóel instituto mayores servicios sociales imserso publicado adjudicación definitiva concurso gestión viajes mayor,0.27488577890372456,Negative
1565,Manuela Carmena que venía a parar los desahucios no ha parado 13.000 desahucios en Madrid durante su mandato ,0,Fake,"['manuela', 'carmena', 'venía', 'parar', 'desahucios', 'parado', 'desahucios', 'madrid', 'mandato']",9,manuela carmena venía parar desahucios parado desahucios madrid mandato,0.8626658048823191,Very Positive
1566," En Europa, el perfil típico de una familia sin hogar es el de una mujer víctima de violencia de género con uno o más hijos El número de familias con menores que viven en la calle está creciendo en Inglaterra, Irlanda, Nueva Zelanda y algunos estados de",1,Real,"['europa', 'perfil', 'típico', 'familia', 'hogar', 'mujer', 'víctima', 'violencia', 'género', 'hijos', 'número', 'familias', 'menores', 'viven', 'calle', 'creciendo', 'inglaterra', 'irlanda', 'nueva', 'zelanda']",20,europa perfil típico familia hogar mujer víctima violencia género hijos número familias menores viven calle creciendo inglaterra irlanda nueva zelanda,0.2867066548928523,Negative
1567,"El líder del PP, Pablo Casado, ha sido objetivo de las críticas tras unas declaraciones sobre el aborto en una entrevista en ‘El Español’, y por las que ha tenido que pedir disculpas y excusarse para matizar sus palabras. El popular aseguró que cree que “",0,Fake,"['líder', 'pablo', 'casado', 'objetivo', 'críticas', 'declaraciones', 'aborto', 'entrevista', 'español', 'pedir', 'disculpas', 'excusarse', 'matizar', 'palabras', 'popular', 'aseguró']",16,líder pablo casado objetivo críticas declaraciones aborto entrevista español pedir disculpas excusarse matizar palabras popular aseguró,0.0008758952293536669,Very Negative
1568,"El 95% de plástico que contamina los océanos procede de solo 10 ríos. Durante las primeras lluvias en Indonesia, los ríos, las alcantarillas y los arroyos arrojan basura plástica junto con todo lo que se encuentra en su camino. Todo este plástico ha termi",0,Fake,"['plástico', 'contamina', 'océanos', 'procede', 'primeras', 'lluvias', 'indonesia', 'alcantarillas', 'arroyos', 'arrojan', 'basura', 'plástica', 'junto', 'encuentra', 'camino', 'plástico', 'termi']",17,plástico contamina océanos procede primeras lluvias indonesia alcantarillas arroyos arrojan basura plástica junto encuentra camino plástico termi,0.00024843149436027013,Very Negative
1569,"Ya no volverá a ver una celebración de fútbol descorchando una botella de espumoso. La efervescencia de las burbujas que para los occidentales son sinónimo de alegría, ofenden a los musulmanes. De ahí que la Federación Internacional de Fútbol lo haya proh",0,Fake,"['volverá', 'celebración', 'fútbol', 'descorchando', 'botella', 'espumoso', 'efervescencia', 'burbujas', 'occidentales', 'sinónimo', 'alegría', 'ofenden', 'musulmanes', 'federación', 'internacional', 'fútbol']",16,volverá celebración fútbol descorchando botella espumoso efervescencia burbujas occidentales sinónimo alegría ofenden musulmanes federación internacional fútbol,0.35956149770460266,Negative
1570,"Al principio se había especulado que, como en la exitosa película Roma, un villero encarne a 007. Pero luego decidieron cosntruir un personaje en base a las tendencias actuales. Según pudo saber en exclusiva INFOGARCH, el nuevo 007 será radicalmente disti",0,Fake,"['principio', 'especulado', 'exitosa', 'película', 'villero', 'encarne', 'luego', 'decidieron', 'cosntruir', 'personaje', 'tendencias', 'actuales', 'saber', 'exclusiva', 'infogarch', 'nuevo', 'radicalmente', 'disti']",18,principio especulado exitosa película villero encarne luego decidieron cosntruir personaje tendencias actuales saber exclusiva infogarch nuevo radicalmente disti,0.0011417235969134896,Very Negative
1571,"Si Ortega Smith cumple su palabra se expulsará a sí mismo de VOX de manera inmediata. El cada día más inútil Javier Ortega Smith, en su intento por centrar el partido y acomodarlo a las ventajas del Régimen del 78, ha manifestado que expulsará del partido",0,Fake,"['ortega', 'smith', 'cumple', 'palabra', 'expulsará', 'mismo', 'manera', 'inmediata', 'inútil', 'javier', 'ortega', 'smith', 'intento', 'centrar', 'partido', 'acomodarlo', 'ventajas', 'régimen', 'manifestado', 'expulsará', 'partido']",21,ortega smith cumple palabra expulsará mismo manera inmediata inútil javier ortega smith intento centrar partido acomodarlo ventajas régimen manifestado expulsará partido,0.04471793096195845,Very Negative
1572,"El desarrollo de la tecnología y el vehículo eléctrico avanzan por caminos parejos. Gracias al conocido como Internet de las Cosas , desde un teléfono móvil ya es posible controlar las características principales del coche eléctrico. Hyundai es una de los",1,Real,"['desarrollo', 'tecnología', 'vehículo', 'eléctrico', 'avanzan', 'caminos', 'parejos', 'gracias', 'conocido', 'internet', 'cosas', 'teléfono', 'móvil', 'posible', 'controlar', 'características', 'principales', 'coche', 'eléctrico', 'hyundai']",20,desarrollo tecnología vehículo eléctrico avanzan caminos parejos gracias conocido internet cosas teléfono móvil posible controlar características principales coche eléctrico hyundai,0.28204603178641463,Negative
1573,Esta joven de 21 años vive en Granada y combate la anorexia en Ciudad Real por falta de unidades especializadas en este trastorno en toda Andalucía,1,Real,"['joven', 'granada', 'combate', 'anorexia', 'ciudad', 'falta', 'unidades', 'especializadas', 'trastorno', 'andalucía']",10,joven granada combate anorexia ciudad falta unidades especializadas trastorno andalucía,0.670324848714977,Positive
1574,"El presidente de EEUU, Donald Trump , ha suspendido este martes una reunión prevista para principios de septiembre con la primera ministra danesa, Mette Frederiksen, ante la negativa de la líder escandinava a abordar la venta de Groenlandia, isla por la q",1,Real,"['presidente', 'donald', 'trump', 'suspendido', 'reunión', 'prevista', 'principios', 'septiembre', 'primera', 'ministra', 'danesa', 'mette', 'frederiksen', 'negativa', 'líder', 'escandinava', 'abordar', 'venta', 'groenlandia']",19,presidente donald trump suspendido reunión prevista principios septiembre primera ministra danesa mette frederiksen negativa líder escandinava abordar venta groenlandia,0.5526022825012439,Neutral
1575,"De cuando John Lennon & Ernesto “Che” Guevara hicieron jam, una noche de agosto, y tocaron juntos ´Revolution'.",0,Fake,"['lennon', 'ernesto', 'guevara', 'hicieron', 'noche', 'agosto', 'tocaron', 'juntos', 'revolution']",9,lennon ernesto guevara hicieron noche agosto tocaron juntos revolution,0.35357234735862714,Negative
1576,Cerca del 50% de los aparatos médicos comprados con los 309 millones de euros donados por Amancio Ortega aún no se han puesto en marcha por problemas administrativos,1,Real,"['cerca', 'aparatos', 'médicos', 'comprados', 'millones', 'euros', 'donados', 'amancio', 'ortega', 'puesto', 'marcha', 'problemas', 'administrativos']",13,cerca aparatos médicos comprados millones euros donados amancio ortega puesto marcha problemas administrativos,0.15947909671815633,Very Negative
1577,El Govern de la Generalitat ha dado este jueves el primer paso para calcular un salario mínimo de referencia (SMR) para Cataluña diferenciado del salario mínimo interprofesional (SMI) aprobado por el Gobierno a finales de 2018. Así lo ha anunciado en rued,1,Real,"['govern', 'generalitat', 'primer', 'calcular', 'salario', 'mínimo', 'referencia', 'cataluña', 'diferenciado', 'salario', 'mínimo', 'aprobado', 'gobierno', 'finales', 'anunciado']",15,govern generalitat primer calcular salario mínimo referencia cataluña diferenciado salario mínimo aprobado gobierno finales anunciado,0.4309793838202807,Neutral
1578,"Dile a tu lista de contactos que no acepten una petición de amistad con el nombre de Anwar Jitou's.rj. Jorge Sáenz, Jorge Prieto, Jorge Mosqueda ellos son unos Hackers y tienen el sistema conectado a tu cuenta del Facebook. Si uno de tus contactos lo acep",0,Fake,"['lista', 'contactos', 'acepten', 'petición', 'amistad', 'nombre', 'anwar', 'jitou', 'jorge', 'sáenz', 'jorge', 'prieto', 'jorge', 'mosqueda', 'hackers', 'sistema', 'conectado', 'cuenta', 'facebook', 'contactos']",20,lista contactos acepten petición amistad nombre anwar jitou jorge sáenz jorge prieto jorge mosqueda hackers sistema conectado cuenta facebook contactos,0.04386102346648051,Very Negative
1579,President Donald Trump and First Lady Melania Trump speak at the annual Easter egg roll at the White House. ,0,Fake,"['president', 'donald', 'trump', 'melania', 'trump', 'speak', 'annual', 'easter', 'white', 'house']",10,president donald trump melania trump speak annual easter white house,0.49789225920557484,Neutral
1580,"CBS y Viacom han llegado a un acuerdo este martes para fusionarse en un imperio de entretenimiento estadounidense. En realidad, supone una refusión, tras separarse y permanecer 13 años separados, pese a estar controlados por la misma empresa: National Amu",1,Real,"['viacom', 'llegado', 'acuerdo', 'fusionarse', 'imperio', 'entretenimiento', 'estadounidense', 'realidad', 'supone', 'refusión', 'separarse', 'permanecer', 'separados', 'controlados', 'misma', 'empresa', 'national']",17,viacom llegado acuerdo fusionarse imperio entretenimiento estadounidense realidad supone refusión separarse permanecer separados controlados misma empresa national,5.903323783798174e-05,Very Negative
1581,"Joan Herrera ha dejado su cargo de director general del Instituto para la Diversificación y Ahorro de la Energía (IDAE). La razón del abandono, que recoge la página web del organismo dependiente del Ministerio de Transición Ecológica, se debe a motivos pe",1,Real,"['herrera', 'dejado', 'cargo', 'director', 'general', 'instituto', 'diversificación', 'ahorro', 'energía', 'razón', 'abandono', 'recoge', 'página', 'organismo', 'dependiente', 'ministerio', 'transición', 'ecológica', 'motivos']",19,herrera dejado cargo director general instituto diversificación ahorro energía razón abandono recoge página organismo dependiente ministerio transición ecológica motivos,0.0011452725974975232,Very Negative
1582,"Un libro recuerda al corresponsal de ABC, primer portavoz no italiano de la Santa SedeJoaquín Navarro-Valls escribió su nombre en la historia cuando, en 1984, se convirtió en el primer portavoz no italiano de la Santa Sede, un cargo que ocupó hasta 2006, ",1,Real,"['libro', 'recuerda', 'corresponsal', 'primer', 'portavoz', 'italiano', 'santa', 'sedejoaquín', 'navarro', 'valls', 'escribió', 'nombre', 'historia', 'convirtió', 'primer', 'portavoz', 'italiano', 'santa', 'cargo', 'ocupó']",20,libro recuerda corresponsal primer portavoz italiano santa sedejoaquín navarro valls escribió nombre historia convirtió primer portavoz italiano santa cargo ocupó,0.004885726923755411,Very Negative
1583,"YA ESTA BIEN, DE TOMADURA DE PELO Y A NUESTRA COSTA!! ¡¡¡DIFÚNDELO, POR FAVOR!!!! JUBILACIÓN DE ERNEST BENACH, DE ESQUERRA REPUBLICANA DE CATALUÑA (ERC). Este cara dura, ANTIESPAÑOL se jubila ""por la cara"" a los 51 años, con una pensión de 10.000 euros/me",0,Fake,"['tomadura', 'costa', 'difúndelo', 'favor', 'jubilación', 'ernest', 'benach', 'esquerra', 'republicana', 'cataluña', 'antiespañol', 'jubila', 'pensión', 'euros']",14,tomadura costa difúndelo favor jubilación ernest benach esquerra republicana cataluña antiespañol jubila pensión euros,0.10541982556348573,Very Negative
1584," El conseller de Economía, Pere Aragonès, ha ordenado recortar el gasto de las consellerias y de las empresas públicas catalanas, excepto en lo que se refiere al pago de nóminas, servicios básicos e inversiones y gastos ya comprometidos, para cuadrar las ",1,Real,"['conseller', 'economía', 'aragonès', 'ordenado', 'recortar', 'gasto', 'consellerias', 'empresas', 'públicas', 'catalanas', 'excepto', 'refiere', 'nóminas', 'servicios', 'básicos', 'inversiones', 'gastos', 'comprometidos', 'cuadrar']",19,conseller economía aragonès ordenado recortar gasto consellerias empresas públicas catalanas excepto refiere nóminas servicios básicos inversiones gastos comprometidos cuadrar,0.4563570773734012,Neutral
1585,"¡ESTO S ESCNDALOSO! LS BNCO PONDRÁ UN CANON DE 80 EUROS ANUALES A TODOS Y CADA UNO DE LOS PENSIONISTA Ls pensiones h subido, d media, d 18 euros anuales. Ahra ls banco robará a ls pensionistas 80 € anuales x mtener una cnta bcria q es obgtoria tner ¡Es ur",0,Fake,"['escndaloso', 'pondrá', 'canon', 'euros', 'anuales', 'pensionista', 'pensiones', 'subido', 'media', 'euros', 'anuales', 'banco', 'robará', 'pensionistas', 'anuales', 'mtener', 'bcria', 'obgtoria']",18,escndaloso pondrá canon euros anuales pensionista pensiones subido media euros anuales banco robará pensionistas anuales mtener bcria obgtoria,0.024037476077491304,Very Negative
1586,"Inmigrantes soldados nigerianos llevados en avión desde Nigeria a Libia por la OIM de George Soros, como se puede comprobar en el chaleco",0,Fake,"['inmigrantes', 'soldados', 'nigerianos', 'llevados', 'avión', 'nigeria', 'libia', 'george', 'soros', 'comprobar', 'chaleco']",11,inmigrantes soldados nigerianos llevados avión nigeria libia george soros comprobar chaleco,0.49789225920557484,Neutral
1587,Espinosa de los Monteros y Monasterio no realizaron ninguno de los trámites necesarios para una obra de este calibre. El matrimonio vivió en la planta baja durante cerca de un año con sus hijos. En otro loft de la primera planta el ahora dirigente de Vox ,1,Real,"['espinosa', 'monteros', 'monasterio', 'realizaron', 'ninguno', 'trámites', 'necesarios', 'calibre', 'matrimonio', 'vivió', 'planta', 'cerca', 'hijos', 'primera', 'planta', 'dirigente']",16,espinosa monteros monasterio realizaron ninguno trámites necesarios calibre matrimonio vivió planta cerca hijos primera planta dirigente,0.7299135577219268,Positive
1588,"El número de inmigrantes irregulares que han logrado alcanzar las costas españolas en lo que va de año ha sido de 11.703, un 30,6 % menos que en el mismo periodo de 2019, cuando llegaron 16.872. En el caso de Ceuta las entradas por la vía marítima han au",1,Real,"['número', 'inmigrantes', 'irregulares', 'logrado', 'alcanzar', 'costas', 'españolas', 'menos', 'mismo', 'periodo', 'llegaron', 'ceuta', 'entradas', 'marítima']",14,número inmigrantes irregulares logrado alcanzar costas españolas menos mismo periodo llegaron ceuta entradas marítima,0.0074003702219498655,Very Negative
1589,ÚLTIMA HORA | El paseo de la Castellana de Madrid permanece cortado a la altura de la glorieta de Emilio Castelar debido a la intervención de los servicios de emergencia que tratan de retirar de la vía un árbol que cayó sobre la calzada,1,Real,"['última', 'paseo', 'castellana', 'madrid', 'permanece', 'cortado', 'altura', 'glorieta', 'emilio', 'castelar', 'debido', 'intervención', 'servicios', 'emergencia', 'tratan', 'retirar', 'árbol', 'calzada']",18,última paseo castellana madrid permanece cortado altura glorieta emilio castelar debido intervención servicios emergencia tratan retirar árbol calzada,0.9754608395090428,Very Positive
1590,"El cráneo que apareció metido en una caja en Castro Urdiales corresponde a Jesús María B.R., un bilbaíno de 67 años desaparecido desde el pasado mes de abril y pareja de María del Carmen M.G., la mujer a la que un juez mandó a prisión por este caso. Fuent",1,Real,"['cráneo', 'apareció', 'metido', 'castro', 'urdiales', 'corresponde', 'jesús', 'maría', 'bilbaíno', 'desaparecido', 'pasado', 'abril', 'pareja', 'maría', 'carmen', 'mujer', 'mandó', 'prisión', 'fuent']",19,cráneo apareció metido castro urdiales corresponde jesús maría bilbaíno desaparecido pasado abril pareja maría carmen mujer mandó prisión fuent,0.08472764453551651,Very Negative
1591,Valls se ofrece a Colau y Collboni para evitar una alcaldía independentista en Barcelona. ,1,Real,"['valls', 'ofrece', 'colau', 'collboni', 'evitar', 'alcaldía', 'independentista', 'barcelona']",8,valls ofrece colau collboni evitar alcaldía independentista barcelona,0.4750901331717364,Neutral
1592,"Sigan durmiendo con sus perros y dándoles besos amigos. una mala práctica es humanizar a las mascotas, les envio el corazon de un niño que por dormir y besar a su perro, éste le transmitió sus parásitos, éstos le taponaron el corazón y falleció...aqui en ",0,Fake,"['sigan', 'durmiendo', 'perros', 'dándoles', 'besos', 'amigos', 'práctica', 'humanizar', 'mascotas', 'envio', 'corazon', 'dormir', 'besar', 'perro', 'transmitió', 'parásitos', 'éstos', 'taponaron', 'corazón', 'falleció']",20,sigan durmiendo perros dándoles besos amigos práctica humanizar mascotas envio corazon dormir besar perro transmitió parásitos éstos taponaron corazón falleció,0.745841249896431,Positive
